timestamp,device_id,risk_probability,risk_tier
2026-08-01 00:55:00,SRV-001,0.00017037036965080618,Normal
2026-08-01 01:00:00,SRV-001,0.0,Normal
2026-08-01 01:05:00,SRV-001,0.038214255068752576,Normal
2026-08-01 01:10:00,SRV-001,0.01954576096540767,Normal
2026-08-01 01:15:00,SRV-001,3.885422232377788e-05,Normal
2026-08-01 01:20:00,SRV-001,0.0,Normal
2026-08-01 01:25:00,SRV-001,0.006550013731137886,Normal
2026-08-01 01:30:00,SRV-001,3.885422232377788e-05,Normal
2026-08-01 01:35:00,SRV-001,0.0039167185157265305,Normal
2026-08-01 01:40:00,SRV-001,0.010361927027202476,Normal
2026-08-01 01:45:00,SRV-001,0.010604888373408814,Normal
2026-08-01 01:50:00,SRV-001,0.010361927027202476,Normal
2026-08-01 01:55:00,SRV-001,0.03776894541345872,Normal
2026-08-01 02:00:00,SRV-001,0.005068180673959646,Normal
2026-08-01 02:05:00,SRV-001,0.0007452968099979812,Normal
2026-08-01 02:10:00,SRV-001,0.007010421432928188,Normal
2026-08-01 02:15:00,SRV-001,0.0019136641823177373,Normal
2026-08-01 02:20:00,SRV-001,7.72531217130098e-05,Normal
2026-08-01 02:25:00,SRV-001,0.00639897212617064,Normal
2026-08-01 02:30:00,SRV-001,0.00012086662792354213,Normal
2026-08-01 02:35:00,SRV-001,0.00011610734403678768,Normal
2026-08-01 02:40:00,SRV-001,0.062010096349112136,Normal
2026-08-01 02:45:00,SRV-001,0.032254721938857096,Normal
2026-08-01 02:50:00,SRV-001,0.0064600874931454,Normal
2026-08-01 02:55:00,SRV-001,0.02589641469931553,Normal
2026-08-01 03:00:00,SRV-001,0.06823309997096533,Normal
2026-08-01 03:05:00,SRV-001,0.12256640408711635,Normal
2026-08-01 03:10:00,SRV-001,0.1426804479784608,Normal
2026-08-01 03:15:00,SRV-001,0.23668793265998275,Normal
2026-08-01 03:20:00,SRV-001,0.23159236458804544,Normal
2026-08-01 03:25:00,SRV-001,0.0779056146956798,Normal
2026-08-01 03:30:00,SRV-001,0.22216533555413245,Normal
2026-08-01 03:35:00,SRV-001,0.20059909107111754,Normal
2026-08-01 03:40:00,SRV-001,0.24815907392914974,Normal
2026-08-01 03:45:00,SRV-001,0.6773395298421792,Warning
2026-08-01 03:50:00,SRV-001,0.9456464891753236,Critical
2026-08-01 03:55:00,SRV-001,0.9852968950967016,Critical
2026-08-01 04:00:00,SRV-001,0.9662535238938151,Critical
2026-08-01 04:05:00,SRV-001,0.9934946180156737,Critical
2026-08-01 04:10:00,SRV-001,0.9772439382270625,Critical
2026-08-01 04:15:00,SRV-001,0.992140719879874,Critical
2026-08-01 04:20:00,SRV-001,0.9989531762079115,Critical
2026-08-01 04:25:00,SRV-001,0.995475723202678,Critical
2026-08-01 04:30:00,SRV-001,0.9428626805835179,Critical
2026-08-01 04:35:00,SRV-001,0.9990982155869674,Critical
2026-08-01 04:40:00,SRV-001,0.9995736150977983,Critical
2026-08-01 04:45:00,SRV-001,0.9999449243009038,Critical
2026-08-01 04:50:00,SRV-001,0.9999020506044959,Critical
2026-08-01 04:55:00,SRV-001,0.9998069899105464,Critical
2026-08-01 05:00:00,SRV-001,0.9852112438585627,Critical
2026-08-01 05:05:00,SRV-001,0.9930636950664332,Critical
2026-08-01 05:10:00,SRV-001,0.9998311783186996,Critical
2026-08-01 05:15:00,SRV-001,0.9999818867677213,Critical
2026-08-01 05:20:00,SRV-001,0.9999724416557958,Critical
2026-08-01 05:25:00,SRV-001,0.9998263598408815,Critical
2026-08-01 05:30:00,SRV-001,0.999984840015718,Critical
2026-08-01 05:35:00,SRV-001,0.9999603111656453,Critical
2026-08-01 05:40:00,SRV-001,0.9999705493157974,Critical
2026-08-01 05:45:00,SRV-001,0.9999992548513109,Critical
2026-08-01 05:50:00,SRV-001,0.9999992548513109,Critical
2026-08-01 05:55:00,SRV-001,0.9999992548513109,Critical
2026-08-01 06:00:00,SRV-001,0.9999992548513109,Critical
2026-08-01 06:05:00,SRV-001,0.9964227416529416,Critical
2026-08-01 06:10:00,SRV-001,0.999929723639085,Critical
2026-08-01 06:15:00,SRV-001,0.9999978314486475,Critical
2026-08-01 06:20:00,SRV-001,0.9999834166130546,Critical
2026-08-01 06:25:00,SRV-001,0.9996897398815243,Critical
2026-08-01 06:30:00,SRV-001,0.9999266315642962,Critical
2026-08-01 06:35:00,SRV-001,0.9965291858376851,Critical
2026-08-01 06:40:00,SRV-001,0.9999834166130546,Critical
2026-08-01 06:45:00,SRV-001,0.999984840015718,Critical
2026-08-01 06:50:00,SRV-001,0.8081353802493644,Warning
2026-08-01 06:55:00,SRV-001,0.02179837646287858,Normal
2026-08-01 07:00:00,SRV-001,0.0033333333333333335,Normal
2026-08-01 07:05:00,SRV-001,0.016567593325181935,Normal
2026-08-01 07:10:00,SRV-001,0.0023890851982724757,Normal
2026-08-01 07:15:00,SRV-001,0.0,Normal
2026-08-01 07:20:00,SRV-001,0.009904518666717696,Normal
2026-08-01 07:25:00,SRV-001,0.003322510505942805,Normal
2026-08-01 07:30:00,SRV-001,0.015457990839534268,Normal
2026-08-01 07:35:00,SRV-001,0.006591533968253498,Normal
2026-08-01 07:40:00,SRV-001,0.00986524476207321,Normal
2026-08-01 07:45:00,SRV-001,0.004701074020588796,Normal
2026-08-01 07:50:00,SRV-001,0.0016828624920871334,Normal
2026-08-01 07:55:00,SRV-001,0.005775111077111394,Normal
2026-08-01 08:00:00,SRV-001,0.0005370481484641026,Normal
2026-08-01 08:05:00,SRV-001,0.0011265381365325412,Normal
2026-08-01 08:10:00,SRV-001,0.0021766684069210495,Normal
2026-08-01 08:15:00,SRV-001,0.0,Normal
2026-08-01 08:20:00,SRV-001,0.0006740013354905742,Normal
